/dic,,,,,
/@from,/@to,/l/#id,/l/w/c,/l/w/d,/l/w/t
en,es,1,accede,"subir, acceder",{v} /æk.?sid/ (to enter upon an office or dignity)
en,es,1,accede,"acceder, consentir",{v} (to agree to a proposal or view)
en,es,1,accedie,,{n} (acedia)
en,es,1,accelerate,acelerar,{v} /?k.?s?l.?.?re?t/ (to cause to move faster)
en,es,1,accelerate,acelerarse,{v} (to become faster)
en,es,1,accelerate,"acelerar, apresurar",{v} (to hasten)
en,es,1,accelerate,acelerar,{v} (to quicken natural or ordinary progression or process)
en,es,1,acceleration,aceleración,{n} /?k.?s?l.?.??e?.??n/ (act or state)
en,es,1,accelerator,"acelerador {m}, [colloquial, Chile] chala {f}, chancla {f} [Costa Rica], chancleta {f} [Colombia], chola {f} [Venezuela]",{n} (accelerator pedal)
en,es,1,accelerator,acelerador {m},{n} (a device for causing acceleration)
en,es,1,accelerator,acelerador {m},"{n} /æk.?s?l.?.??e?.t?/ (one who, or that which, accelerates)"
en,es,1,accelerometer,acelerómetro {m},{n} /æk.?s?l.?.?r?m.?.t?/ (instrument for measuring acceleration)
en,es,1,accent,acento {m},{n} /?æk.?s?nt/ (a stronger articulation)
en,es,1,accent,"acento {m}, tilde {f}",{n} (a mark used in writing)
en,es,1,accent,acento {m},{n} (a recurring stress on a tone)
en,es,1,accent,acento {m},{n} (modulation of the voice)
en,es,1,accent,acento {m},{n} (stress on syllables of a verse)
en,es,1,accent,acento {m},{n} (the expressive emphasis of a passage)
en,es,1,accent,acentuar,{v} /æk.?s?nt/ (to emphasize)
en,es,1,accent,acentuar,{v} (to mark with written accents)
en,es,1,accentor,acentor {m},{n} /?k.?s?n.t?/ (bird of the Prunella genus)
en,es,1,accentuate,acentuar,{v} /?k?sen.t?u.e?t/ (to pronounce with an accent)
en,es,1,accentuate,acentuar,{v} (to bring out distinctly)
en,es,1,accentuate,acentuar,{v} (to mark with a written accent)
en,es,1,accept,aceptar,{v} /?k?s?pt/ (to receive with consent)
en,es,1,accept,aceptar,{v} (to agree to)
en,es,1,accept,aceptar,{v} (to receive officially)
en,es,1,acceptability,aceptabilidad {f},{n} /?æk.?s?p.t?.?b?l.?t.i/ (acceptableness)
en,es,1,acceptable,aceptable,"{adj} /æk.?s?p.t?.b?l/ (capable, worthy or sure of being accepted)"
en,es,1,acceptance,aceptación,{n}
en,es,1,acceptance,"aceptación {f}, aprobación {f}",{n} /?k.?s?p.t?ns/ (receiving of something offered)
en,es,1,acceptor,aceptador {m},{n} /æk.?s?p.t?/ (one who accepts)
en,es,1,accept service,"recibir la notificación, darse por notificado",{v} (receive and acknowledge receipt of service of process)
en,es,1,access,acceso {m},{n}
en,es,1,access,acceso {m},{n} /?æk.s?s/ (way or means of approaching)
en,es,1,access,acceso {m},{n} (communication with a computer program or the Internet)
en,es,1,access,acceso {m},{n} (computing: process of locating data in memory)
en,es,1,access,acceder,{v} (computing: to have access to (data))
en,es,1,access,acceder,{v} (to gain or obtain access to)
en,es,1,access code,código de acceso {m},{n} (alphanumeric sequence)
en,es,1,accessibility,accesibilidad {f},"{n} /æk.?s?s.?.?b?l.?t.i/ (the quality of being accessible, or of admitting approach)"
en,es,1,accessible,"accesible, asequible",{adj} /?k.?s?s.?.b?l/ (easy of access or approach)
en,es,1,accession,ascenso {f},{n} /æk.?s?.??n/ (a coming to)
en,es,1,accessory,"accesorio, auxiliar",{adj} /æk.?s?s.?.r?/ (having a supplementary function)
en,es,1,accessory,cómplice,{adj} (assisting a crime)
en,es,1,accessory,accesorio {m},{n}
en,es,1,accessory,cómplice {m} {f},{n} (contributor to an offense)
en,es,1,accessory,"accesorio {m}, complemento {m}","{n} (that which belongs to something else deemed the principal, attachment)"
en,es,1,accessory after the fact,cómplice encubridor {m},{n}
en,es,1,accessory before the fact,cómplice instigador {m},{n} (one who commands or counsels an offense)
en,es,1,accessory fruit,infrutescencia {f},{n} (A fruit with tissue not derived from ovary)
en,es,1,accident,accidente {m},"{n} /?æk.s?.d?nt/ (mishap, casualty)"
en,es,1,accident,accidente,{n} (transport: unintended collision)
en,es,1,accidental,"accidental, casual, imprevisto, fortuito",{adj} /?æk.s?.?d?n.t?l/ (happening by chance)
en,es,1,accidentally,accidentalmente,"{adv} /?æk.s?.d?nt.li/ (unexpectedly, unintentionally)"
en,es,1,accidently,,"{adv} (unexpectedly, unintentionally)"
en,es,1,acclaim,aclamación {f},{n} (acclamation)
en,es,1,acclaim,gritar,{v} /?.?kle?m/ (to shout)
en,es,1,acclaim,"aclamar, aplaudir",{v} (to applaud)
en,es,1,acclaim,aclamar,{v} (to declare by acclamations)
en,es,1,acclaim,aclamar,{v} (to shout applause)
en,es,1,acclamation,aclamación,{n} /æk.l?.?me?.??n/ (applause)
en,es,1,acclimate,aclimatar,"{v} /?æk.l?.me?t/ ((transitive, mainly US) to habituate to a climate not native; to acclimatize)"
en,es,1,acclimatization,aclimatación {f},{n} /?.?kla?.m?.t?.?ze?.??n/ (the act of acclimatizing)
en,es,1,acclimatize,aclimatarse,{v} /?.?kla?.m?.?ta?z/ (to get used to a new climate)
en,es,1,acclimatize,aclimatarse,{v} (to make used to a new climate)
en,es,1,accolade,elogio {m},{n} /?æk.?.?le?d/ (An expression of approval; praise)
en,es,1,accolade,acolada {f},{n} (A salutation marking the conferring of knighthood)
en,es,1,accolade,galardón {f},{n} (A special acknowledgment; an award)
en,es,1,accommodate,acomodar,{v} /??k?m??de?t/ (to render fit or suitable)
en,es,1,accommodate,acomodar; adaptar,{v} (to adapt to fit)
en,es,1,accommodate,satisfacer,{v} (to furnish with something desired)
en,es,1,accommodation,"alojamiento {m}, hospedaje {m}",{n} /?.?k?m.?.?de?.??n/ (lodging)
en,es,1,accompaniment,acompañamiento {m},{n} /?.?k?m.p?.ni.m?nt/ (music: that which gives support or adds to the background)
en,es,1,accompanist,acompañante {m} {f},{n} /??.k?m.p?.n?st/ (performer who takes the accompanying part)
en,es,1,accompany,acompañar,{v} /?.?k?m.p?.ni/ (to perform an accompanying part or parts in a composition)
en,es,1,accompany,acompañar,{v} (to attend as a companion)
en,es,1,accomplice,cómplice,{n} (an associate in the commission of a crime)
en,es,1,accomplice,cómplice {m} {f},{n} /?.?k?m.pl?s/ (a cooperator)
en,es,1,accomplish,"efectuar, realizar, lograr",{v} /?.?k?m.pl??/ (to finish successfully)
en,es,1,accomplish,completar,"{v} (to complete, as time or distance)"
en,es,1,accomplished,"logrado, realizado, cumplido, consumado",{adj} /?.?k?m.pl??t/ (completed)
en,es,1,accomplishment,"logro {m}, éxito {m}",{n} /?.?k?m.pl??.m?nt/ (the act of accomplishing)
en,es,1,accord,"acuerdo {m}, convenio {m}",{n} /?.?k??d/ (agreement or concurrence of opinion)
en,es,1,accord,"acordar, concordar con",{v} (transitive: to make to agree or correspond)
en,es,1,accordance,"acuerdo {m}, conformidad {f}",{n} /?.?k??d.?ns/ (agreement; harmony; conformity)
en,es,1,accordingly,en consecuencia,{adv} /?.?k??.d??.li/ (Agreeably; correspondingly; suitably; in a manner conformable)
en,es,1,accordingly,"por consiguiente, consecuentemente",{adv} (In natural sequence; consequently; so)
en,es,1,according to,"según, acorde a",{prep} (based on statement)
en,es,1,according to,"según, acorde a, de acuerdo a",{prep} (in proportion)
en,es,1,accordion,acordeón {m},"{n} /?.?k??.di.?n/ (A small, portable, keyed wind instrument)"
en,es,1,accordionist,acordeonista {m} {f},{n} /?.?k??d.i.?.n?st/ (player of the accordion)
en,es,1,accost,acercarse a,{v} /?.?k?st/
en,es,1,account,cuenta {f},{n} (an authorization to use a service)
en,es,1,account,cuenta {f},{n}
en,es,1,account,cuenta {f},{n} /?.?ka?nt/ (a registry of pecuniary transactions)
en,es,1,account,,{v} (account for)
en,es,1,account,,{v} (credit (to))
en,es,1,accountability,responsabilidad {f},{n} /?.?ka?n.t?.?b?l.?t.i/ (state of being accountable)
en,es,1,accountable,responsable,{adj} /?.?ka?n.t?.b?l/ (Having accountability)
en,es,1,accountably,responsablemente,{adv} /?.?ka?n.t?.bli/ (in an accountable manner)
en,es,1,accountancy,contabilidad {f},{n} /?.?ka?nt.?n.si/ (the profession of accounting)
en,es,1,accountant,contable,{n}
en,es,1,accountant,"[Latin America] contador {m}, contadora {f}, [Spain] contable {m} {f}",{n} /?.?ka?n.t?nt/ (one who renders account; one accountable)
en,es,1,accountant,"contable {m} [Spain], contador {m} [Latin America]","{n} (one whose profession includes organizing, maintaining and auditing the records of another)"
en,es,1,accounting,contabilidad {f},{n} /?.?ka?n.t??/ (development and maintenance of system for recording and analyzing financial transactions)
en,es,1,accounts payable,"cuentas pendientes de pago {f} {p}, cuentas a pagar {f} {p}","{n} (money that is owed by a party, and is counted by that party as a debit)"
en,es,1,accounts receivable,deuda activa {f},{n} (total monetary amount)
en,es,1,accourage,,{v} /??k???d??/ (encourage)
en,es,1,Accra,Accra {f},{prop} /?.?k??/ (capital of Ghana)
en,es,1,accredit,acreditar,{v} /?.?kr?d.?t/ (To put or bring into credit; to invest with credit or authority; to sanction)
en,es,1,accredit,acreditar,"{v} (To send with letters credential, as an ambassador, envoy, or diplomatic agent; to authorize, as a messenger or delegate.)"
en,es,1,accreditation,"acreditación, homologación {f}",{n} /??k???.??te?.??n]/ (giving of credentials)
en,es,1,accretion,"aumento, crecimiento, acreción {f}, acrecencia {f}",{n} /?.?k?i.??n/ (act of increasing by natural growth)
en,es,1,accretion disk,disco de acrecimiento {m},{n} (structure formed by matter falling into a gravitational source)
en,es,1,accrual,"incremento {m}, acumulación {f}",{n} /??kru??l/ (an increase)
en,es,1,accrue,"acumularse, aumentarse",{v} /??k?u?/ (increase)
en,es,1,acculturation,aculturación {m},{n} /?.?k?l.t??.?re?.s?n/ (process by which the culture of an isolated society changes)
en,es,1,acculture,aculturar,{v} /??k?l.t???/ (familiarize oneself with a new culture)
en,es,1,accumulate,"acumular, amontonar",{v} /?.?kjum.j?.?le?t/ (to pile up)
en,es,1,accumulate,acumularse,{v} (to grow in number)
en,es,1,accumulation,acumulación {f},"{n} /?.?kjum.j?.?le.??n/ (act of accumulating, the state of being accumulated)"
en,es,1,accumulator,acumulador {m},{n} /?.?kjum.j?.?le?.t?/ (one who or that which accumulates)
en,es,1,accuracy,"exactitud, precisión {f}",{n} /?æk.j?.?.si/ (state of being accurate)
en,es,1,accurate,"preciso, exacto, justo, correcto",{adj} /?æk.j?.?t/ (exact or careful conformity to truth)
en,es,1,accusation,acusación {f},{n} /?æk.j?.?ze?.??n/ (act of accusing or charging with a crime)
en,es,1,accusation,acusación {f},{n} (declaration of fault or blame against another)
en,es,1,accusative,acusativo,{adj} /?.?kju.z?.t?v/ (producing accusations; accusatory)
en,es,1,accusative,acusativo,{adj} (related to accusative case)
en,es,1,accusative,"acusativo {m}, caso acusativo {m}, complemento directo {m}",{n} (accusative case)
en,es,1,accusative case,,{n} (case used to mark the immediate object)
en,es,1,accusatory,acusatorio,"{adj} /?.?kju.z?.?t??.i/ (pertaining to, or containing, an accusation)"
en,es,1,accuse,"acusar, denunciar",{v} /?.?kjuz/ (attribute blame to someone)
en,es,1,accused,acusado {m},{n} /?.?kjuzd/ (defendant)
en,es,1,accuser,acusador {m},{n} /???kju.z?/ (one who accuses)
en,es,1,accustom,acostumbrarse,{v}
en,es,1,accustom,"acostumbrarse, habituar",{v} /?.?k?s.t?m/ (To make familiar by use)
en,es,1,accustomed,acostumbrado,{adj} /?.?k?s.t?m.?d/ (familiar)
en,es,1,ace,as {m},{n} (card with a single spot)
en,es,1,ace,as {m},{n} /e?s/ (single point or spot on a card or die)
en,es,1,ace,as {m},{n} (excellent military aircraft pilot)
en,es,1,ace,es {m},{n} (expert)
en,es,1,ace,,{n} (golf: hole in one)
en,es,1,ace,ace {m},{n} (tennis: point scored without the opponent hitting the ball)
en,es,1,acedia,,{n} /??si?d??/ (boredom)
en,es,1,acenaphthene,acenafteno {m},{n} (hydrocarbon found in coal tar)
en,es,1,acene,"aceno {m}, poliaceno {m}",{n} (polycyclic aromatic hydrocarbon)
en,es,1,ace of clubs,as de tréboles {m},{n} (playing card)
en,es,1,ace of diamonds,"as de diamantes {m}, as de oros {m}",{n} (playing card)
en,es,1,ace of hearts,as de corazones {m},{n} (playing card)
en,es,1,ace of spades,as de picos {m},{n} /e?s.?v.spe?dz/ (the playing card belonging to the spades suit and featuring one pip)
en,es,1,acerb,acerbo,{adj} (bitter to the taste)
en,es,1,acerbic,acerbo,{adj} /??s?(?)b?k/ (sour or bitter)
en,es,1,acerbic,acerbo,{adj} (sarcastic or cynical)
en,es,1,acerbity,amargura {f},{n} /??s?b?di/
en,es,1,acerola,"acerola {f}, semeruco {m}",{n} (fruit)
en,es,1,acetamide,acetamida {f},{n} (amide of acetic acid)
en,es,1,acetate,acetato {m},{n} (salt or ester of acetic acid)
en,es,1,acetic,acético,{adj} (pertaining to acetic acid)
en,es,1,acetic,acético,{adj} (pertaining to vinegar)
en,es,1,acetic acid,ácido acético {m},"{n} (clear colourless organic acid, CH?COOH)"
en,es,1,acetify,acetificar,{v} (convert into acid or vinegar)
en,es,1,acetimeter,acetímetro {m},{n} (an instrument)
en,es,1,acetone,acetona {f},{n} (the organic compound (CH))
en,es,1,acetyl,"acetil {m}, acetilo {m}",{n} (univalent radical)
en,es,1,acetyl chloride,cloruro de etanoilo,{n} (acyl chloride of acetic acid)
en,es,1,acetylcholine,acetilcolina {f},{n} (the neurotransmitter compound)
en,es,1,acetylcholinesterase,acetilcolinesterasa {f},{n} (enzyme)
en,es,1,acetylene,acetileno {m},{n} /? ?s?t ?l ?in/ (acetylene)
en,es,1,acetylglucosamine,acetilglucosamina {f},{n} (amide derivative of glucose)
en,es,1,acetylneuraminic,acetilneuramínico,{adj} (describing acetyle derivatives)
en,es,1,acetylneuraminic acid,ácido acetilneuramínico {m},{n} (sialic acid)
en,es,1,acetylsalicylic,acetilsalicílico,{adj} (derivative)
en,es,1,acetylsalicylic acid,ácido acetilsalicílico {m},{n} (acetate ester of salicylic acid; aspirin)
en,es,1,acetyltransferase,,{n} (transacetylase)
en,es,1,a chain is only as strong as its weakest link,una cadena es tan fuerte como su eslabón más débil,{proverb} (aphorism)
en,es,1,ache,dolor {m},{n} (dull pain)
en,es,1,ache,"doler, sufrir",{v} /e?k/ (be in pain)
en,es,1,ache for,"anhelar, ansiar",{v} (to desire or want very much)
en,es,1,achene,aquenio {m},{n} /??ki?n/ (small dry fruit)
en,es,1,achieve,"conseguir, lograr",{v} /??t?i?v/ (to carry out successfully; to accomplish)
en,es,1,achieve,"lograr, realizar",{v}
en,es,1,achieve,"conseguir, lograr","{v} (to obtain, or gain as the result of exertion)"
en,es,1,achievement,"realización {f}, logro {m}",{n} /??t?i?vm?nt/
en,es,1,Achilles,Aquiles {m},{prop} /??k?li?z/ (Greek mythical hero)
en,es,1,Achilles heel,,{n} (Achilles' tendon)
en,es,1,Achilles heel,talón de Aquiles {m},{n} /??k?l.i?z ?hi?l/ (vulnerability in an otherwise strong situation)
en,es,1,Achilles tendon,"tendón aquíleo {m}, tendón de Aquiles {m}, tendón calcáneo {m}",{n} (strong tendon in the calf of the leg)
en,es,1,achondroplasia,acondroplasia {f},{n} (the genetic disorder)
en,es,1,achoo,¡achís!,{interj} /??t??u?/ (the sound of a sneeze)
en,es,1,achromatic,acromático {m},{adj} (biology: uncoloured)
en,es,1,achromatic,acromático {m},{adj} (containing components to prevent colour-related distortion)
en,es,1,achromatic,acromático {m},{adj} /e??k???.mæt.?k/ (optics: free from colour)
en,es,1,achromaticity,,{n} (achromatism)
en,es,1,achromatism,acromatismo,{n} (achromatopia)
en,es,1,acid,"agrio, ácido","{adj} /?æs.?d/ (sour, sharp, or biting to the taste)"
en,es,1,acid,ácido,{adj} (of or pertaining to an acid)
en,es,1,acid,malhumorado,{adj} (sour-tempered)
en,es,1,acid,ácido {m},{n} (a sour substance)
en,es,1,acid,ácido {m},{n} (in chemistry)
en,es,1,acidic,ácido,{adj} (chemistry: having pH less than 7)
en,es,1,acidic,ácido,{adj} (of or relating to acid)
en,es,1,acidification,acidificación,"{n} (the act or process of making something sour (acidifying), or changing into an acid)"
en,es,1,acidify,acidificar,{v} (to make something acidic)
en,es,1,acidimeter,acidímetro {m},{n} (instrument)
en,es,1,acidimetry,acidimetría {f},{n} (measurement of the strength of acids)
en,es,1,acidity,acidez {f},{n} /??s?d?ti/ (quality or state of being acid)
en,es,1,acidness,,{n} (acidity)
en,es,1,acidosis,acidosis {f},{n} (abnormally increased acidity of the blood)
en,es,1,acid rain,lluvia ácida {f},{n} (Unusually acidic rain)
en,es,1,acinesic,,{adj} (akinesic)
en,es,1,acknowledged,"reconocido, aceptado, admitido",{adj} (recognized)
en,es,1,acknowledgement,reconocimiento {m},{n} (act of acknowledging)
en,es,1,acknowledgement,reconocimiento {m},{n}
en,es,1,acknowledgment,reconocimiento,{n} (act of acknowledging)
en,es,1,aclinic,aclínico,{adj} (without inclination)
en,es,1,acme,"colmo {m}, apogeo {m}, cúspide {f}",{n} /?ækmi/ (the highest point)
en,es,1,acne,acné,{n}
en,es,1,acne,acné {m},{n} /?æk.ni/ (a skin condition)
en,es,1,acolyte,ayudante {m} {f},{n} (in general: assistant)
en,es,1,aconite,acónito {m},"{n} /?æk?na?t/ (herb, wolfsbane)"
en,es,1,acorn,bellota {f},{n} (fruit of the oak tree)
en,es,1,acorn squash,calabaza bellota,{n}
en,es,1,acorn woodpecker,carpintero bellotero {m},{n}
en,es,1,acoustic,acústico,{adj} (pertaining to hearing or the science of sounds)
en,es,1,acoustic,acústico,{adj} (producing or produced without electrical amplification)
en,es,1,acoustical,acústico,{adj} (of or pertaining to hearing or acoustics)
en,es,1,acoustically,acústicamente,{adv} (in an acoustic manner)
en,es,1,acoustic guitar,guitarra acústica {f},{n} (hollow-body guitar)
en,es,1,acoustics,acústica {f},{n} (physics: a science of sounds)
en,es,1,acoustics,acústica {f},{n} (quality of a space for doing music)
en,es,1,acquaint,familiarizar,{v} (to familiarize; to accustom)
en,es,1,acquaintance,"amistad {f}, conocimiento {m}, junta {f}, relación {f}, trato {m}",{n} /??kwen.t?ns/ (state of being acquainted)
en,es,1,acquaintance,"conocido {m}, conocida {f}",{n} (person)
en,es,1,acquainted,conocido,{adj} (familiar)
en,es,1,acquiesce,conformarse,{v} /?ækwi??s/ (rest satisfied)
en,es,1,acquiesce,consentir,{v} (concur upon conviction)
en,es,1,acquiescence,"aquiescencia {f}, consentimiento {m}",{n} /?æk.wi???s.?ns/ (silent or passive assent)
en,es,1,acquire,obtener,{v} /??kwa??/ (to get)
en,es,1,acquire,adquirir,"{v} (to gain, usually by one's own exertions; to get as one's own)"
en,es,1,acquisition,adquisición {f},{n} /æ.kw?.?z?.??n/ (act or process of acquiring)
en,es,1,acquisitive,"adquisitivo, codicioso",{adj} (able to make acquisitions)
en,es,1,acquit,"absolver, exculpar",{v} /??kw?t/ (to discharge from an obligation)
en,es,1,acquit,exculpar,{v} (to discharge a claim or debt)
en,es,1,acquittal,absolución {f},{n} /??kw?.d(?)l/ (legal decision)
en,es,1,acre,acre {m},{n} /?e?.k?/ (unit of surface area)
en,es,1,acreage,superficie en acres {f},{n} (land measured in acres)
en,es,1,acrid,acre,"{adj} /?æk??d/ (Sharp and harsh, or bitter and not to the taste; pungent)"
en,es,1,acrid,"acre, mordaz",{adj} (Caustic; bitter; bitterly irritating)
en,es,1,acrimonious,"áspero {m}, cáustico {m}, sarcástico {m}",{adj} /æk.??.?mo?.ni.?s/ (sharp and harsh)
en,es,1,acrimony,acrimonia {f},{n} (bitter hatred)
en,es,1,acrobat,acróbata {m} {f},"{n} /?æk.?o.bæt/ (an athlete who performs acts requiring skill, agility and coordination)"
en,es,1,acrobatic,acrobático,{adj} (of or pertaining to an acrobat)
en,es,1,acromegaly,acromegalia {f},{n} (chronic disease marked by enlargement of the bones)
en,es,1,acronym,acrónimo {m},{n} /?æk.??.n?m/ (word formed by initial letters)
en,es,1,acropolis,acrópolis {f},{n} /??k??p?l?s/ (promontory of Ancient Greek cities)
en,es,1,Acropolis,Acrópolis {f},{prop} /??k??p?l?s/ (Athenian Acropolis)
